32.60, 1.49, 94.81,0.00, 270.00, 0.00
32.60, 1.49, 94.81,0.02, 270.00, 0.00
32.60, 1.49, 94.81,0.04, 270.00, 0.00
32.60, 1.49, 94.81,0.06, 270.00, 0.00
32.61, 1.49, 94.81,0.08, 270.00, 0.00
32.61, 1.49, 94.81,0.11, 270.00, 0.00
32.62, 1.49, 94.81,0.13, 270.00, 0.00
32.62, 1.49, 94.81,0.15, 270.00, 0.00
32.63, 1.49, 94.81,0.17, 270.00, 0.00
32.64, 1.49, 94.81,0.19, 270.00, 0.00
32.65, 1.49, 94.81,0.20, 270.00, 0.00
32.66, 1.49, 94.81,0.21, 270.00, 0.00
32.67, 1.49, 94.81,0.22, 270.00, 0.00
32.68, 1.49, 94.81,0.23, 270.00, 0.00
32.70, 1.49, 94.81,0.23, 270.00, 0.00
32.71, 1.49, 94.81,0.24, 270.00, 0.00
32.73, 1.49, 94.81,0.24, 270.00, 0.00
32.75, 1.49, 94.81,0.25, 270.00, 0.00
32.77, 1.49, 94.81,0.25, 270.00, 0.00
32.78, 1.49, 94.81,0.25, 270.00, 0.00
32.81, 1.49, 94.81,0.25, 270.00, 0.00
32.83, 1.49, 94.81,0.25, 270.00, 0.00
32.85, 1.49, 94.81,0.25, 270.00, 0.00
32.87, 1.49, 94.81,0.25, 270.00, 0.00
32.90, 1.49, 94.81,0.25, 270.00, 0.00
32.92, 1.49, 94.81,0.25, 270.00, 0.00
32.95, 1.49, 94.81,0.25, 270.00, 0.00
32.98, 1.49, 94.81,0.25, 270.01, 359.99
33.00, 1.49, 94.81,0.25, 270.02, 359.98
33.03, 1.49, 94.81,0.25, 270.05, 359.96
33.06, 1.49, 94.81,0.25, 270.08, 359.95
33.10, 1.49, 94.81,0.25, 270.12, 359.93
33.13, 1.49, 94.81,0.25, 270.17, 359.90
33.16, 1.49, 94.80,0.25, 270.24, 359.87
33.20, 1.49, 94.80,0.25, 270.33, 359.84
33.23, 1.49, 94.80,0.25, 270.41, 359.83
33.27, 1.49, 94.80,0.24, 270.49, 359.83
33.31, 1.49, 94.79,0.25, 270.56, 359.85
33.34, 1.49, 94.79,0.25, 270.62, 359.87
33.38, 1.49, 94.79,0.25, 270.67, 359.90
33.42, 1.49, 94.79,0.25, 270.71, 359.93
33.47, 1.49, 94.79,0.25, 270.74, 359.96
33.51, 1.49, 94.78,0.25, 270.75, 0.00
33.55, 1.49, 94.78,0.25, 270.76, 0.02
33.60, 1.49, 94.78,0.25, 270.76, 0.04
33.64, 1.49, 94.78,0.25, 270.76, 0.06
33.69, 1.49, 94.78,0.25, 270.77, 0.07
33.74, 1.49, 94.78,0.25, 270.77, 0.07
33.79, 1.49, 94.78,0.25, 270.77, 0.08
33.84, 1.49, 94.77,0.25, 270.77, 0.08
33.89, 1.49, 94.77,0.25, 270.77, 0.07
33.94, 1.49, 94.77,0.25, 270.77, 0.07
33.99, 1.49, 94.77,0.25, 270.77, 0.07
34.05, 1.49, 94.77,0.25, 270.77, 0.06
34.10, 1.49, 94.77,0.25, 270.76, 0.06
34.16, 1.49, 94.77,0.25, 270.76, 0.05
34.22, 1.49, 94.77,0.25, 270.76, 0.05
34.27, 1.49, 94.77,0.25, 270.76, 0.04
34.33, 1.49, 94.77,0.25, 270.76, 0.04
34.39, 1.49, 94.77,0.25, 270.76, 0.03
34.46, 1.49, 94.77,0.25, 270.76, 0.03
34.52, 1.49, 94.77,0.25, 270.77, 0.01
34.58, 1.49, 94.76,0.25, 270.79, 359.99
34.65, 1.49, 94.76,0.25, 270.82, 359.97
34.71, 1.49, 94.76,0.25, 270.87, 359.93
34.78, 1.49, 94.76,0.25, 270.95, 359.89
34.84, 1.49, 94.76,0.25, 271.04, 359.84
34.91, 1.49, 94.75,0.25, 271.15, 359.81
34.98, 1.49, 94.75,0.25, 271.25, 359.80
35.05, 1.49, 94.74,0.25, 271.33, 359.82
35.12, 1.49, 94.74,0.25, 271.40, 359.85
35.20, 1.49, 94.74,0.25, 271.45, 359.89
35.27, 1.49, 94.73,0.25, 271.48, 359.93
35.34, 1.49, 94.73,0.25, 271.50, 359.96
35.42, 1.49, 94.73,0.25, 271.51, 359.99
35.50, 1.49, 94.73,0.25, 271.52, 0.01
35.57, 1.49, 94.72,0.25, 271.53, 0.02
35.65, 1.49, 94.72,0.25, 271.53, 0.03
35.73, 1.49, 94.72,0.25, 271.54, 0.04
35.81, 1.49, 94.71,0.25, 271.54, 0.05
35.89, 1.49, 94.71,0.25, 271.54, 0.05
35.98, 1.49, 94.71,0.25, 271.54, 0.05
36.06, 1.49, 94.71,0.25, 271.54, 0.05
36.15, 1.49, 94.70,0.25, 271.54, 0.05
