36.32, 1.49, 91.26,0.00, 270.00, 0.00
36.32, 1.49, 91.26,0.02, 270.00, 0.00
36.32, 1.49, 91.26,0.04, 270.00, 0.00
36.32, 1.49, 91.26,0.06, 270.00, 0.00
36.33, 1.49, 91.26,0.08, 270.00, 0.00
36.33, 1.49, 91.26,0.11, 270.00, 0.00
36.34, 1.49, 91.26,0.13, 270.00, 0.00
36.34, 1.49, 91.26,0.15, 270.00, 0.00
36.35, 1.49, 91.26,0.17, 270.00, 0.00
36.36, 1.49, 91.26,0.19, 270.00, 0.00
36.37, 1.49, 91.26,0.20, 270.00, 0.00
36.38, 1.49, 91.26,0.21, 270.00, 0.00
36.39, 1.49, 91.26,0.22, 270.00, 0.00
36.41, 1.49, 91.26,0.23, 270.00, 0.00
36.42, 1.49, 91.26,0.23, 270.00, 0.00
36.43, 1.49, 91.26,0.24, 270.00, 0.00
36.45, 1.49, 91.26,0.17, 270.00, 0.00
36.47, 1.50, 91.26,0.76, 270.00, 0.00
36.49, 1.52, 91.26,1.12, 270.00, 0.00
36.51, 1.52, 91.26,1.32, 270.00, 0.00
36.53, 1.53, 91.26,1.40, 270.00, 0.00
36.55, 1.53, 91.26,1.41, 270.00, 0.00
36.57, 1.53, 91.26,1.36, 270.00, 0.00
36.60, 1.53, 91.26,1.28, 270.00, 0.00
36.62, 1.53, 91.26,1.18, 270.00, 0.00
36.65, 1.52, 91.26,1.08, 270.00, 0.00
36.67, 1.52, 91.26,0.97, 270.00, 0.00
36.70, 1.52, 91.26,0.86, 270.00, 0.00
36.73, 1.51, 91.26,0.76, 270.00, 0.00
36.76, 1.51, 91.26,0.68, 270.00, 0.00
36.79, 1.51, 91.26,0.60, 270.00, 0.00
36.82, 1.50, 91.26,0.53, 270.00, 0.00
36.85, 1.50, 91.26,0.47, 270.00, 0.00
36.88, 1.50, 91.26,0.42, 270.00, 0.00
36.92, 1.50, 91.26,0.38, 270.00, 0.00
36.95, 1.49, 91.26,0.35, 270.00, 0.00
36.99, 1.49, 91.26,0.32, 270.00, 0.00
37.03, 1.49, 91.26,0.30, 270.00, 0.00
37.07, 1.49, 91.26,0.29, 270.00, 0.00
37.11, 1.49, 91.26,0.27, 270.00, 0.00
37.15, 1.49, 91.26,0.26, 270.00, 0.00
37.19, 1.49, 91.26,0.26, 270.00, 0.00
37.23, 1.49, 91.26,0.25, 270.00, 0.00
37.28, 1.49, 91.26,0.25, 270.00, 0.00
37.32, 1.49, 91.26,0.25, 270.00, 0.00
37.37, 1.49, 91.26,0.25, 270.00, 0.00
37.42, 1.49, 91.26,0.24, 270.00, 0.00
37.47, 1.49, 91.26,0.25, 270.00, 0.00
37.52, 1.49, 91.26,0.25, 270.00, 0.00
37.57, 1.49, 91.26,0.25, 270.00, 0.00
37.62, 1.49, 91.26,0.25, 270.00, 0.00
37.67, 1.49, 91.26,0.25, 270.00, 0.00
