44.67, 1.49, 91.43,0.00, 270.00, 0.00
44.67, 1.49, 91.43,0.02, 270.00, 0.00
44.67, 1.49, 91.43,0.04, 270.00, 0.00
44.67, 1.49, 91.43,0.06, 270.00, 0.00
44.68, 1.49, 91.43,0.08, 270.00, 0.00
44.68, 1.49, 91.43,0.11, 270.00, 0.00
44.69, 1.49, 91.43,0.13, 270.00, 0.00
44.69, 1.49, 91.43,0.15, 270.00, 0.00
44.70, 1.49, 91.43,0.17, 270.00, 0.00
44.71, 1.49, 91.43,0.19, 270.00, 0.00
44.72, 1.49, 91.43,0.20, 270.00, 0.00
44.73, 1.49, 91.43,0.21, 270.00, 0.00
44.74, 1.49, 91.43,0.22, 270.00, 0.00
44.76, 1.49, 91.43,0.23, 270.00, 0.00
44.77, 1.49, 91.43,0.23, 270.00, 0.00
44.78, 1.49, 91.43,0.24, 270.00, 0.00
44.80, 1.49, 91.43,0.24, 270.00, 0.00
44.82, 1.49, 91.43,0.25, 270.00, 0.00
44.84, 1.49, 91.43,0.25, 270.00, 0.00
44.85, 1.49, 91.43,0.25, 270.00, 0.00
44.88, 1.49, 91.43,0.25, 270.00, 0.00
44.90, 1.49, 91.43,0.25, 270.00, 0.00
44.92, 1.49, 91.43,0.25, 270.00, 0.00
44.94, 1.49, 91.43,0.25, 270.00, 0.00
44.97, 1.49, 91.43,0.25, 270.00, 0.00
44.99, 1.49, 91.43,0.25, 270.00, 0.00
45.02, 1.49, 91.43,0.25, 270.00, 0.00
45.05, 1.49, 91.43,0.25, 270.00, 0.00
45.07, 1.49, 91.43,0.25, 270.00, 0.00
45.10, 1.49, 91.43,0.25, 270.00, 0.00
45.13, 1.49, 91.43,0.25, 270.00, 0.00
45.17, 1.49, 91.43,0.25, 270.00, 0.00
45.20, 1.49, 91.43,0.25, 270.00, 0.00
45.23, 1.49, 91.43,0.25, 270.00, 0.00
45.27, 1.49, 91.43,0.25, 270.00, 0.00
45.30, 1.49, 91.43,0.25, 270.00, 0.00
45.34, 1.49, 91.43,0.25, 270.00, 0.00
45.38, 1.49, 91.43,0.25, 270.00, 0.00
45.42, 1.49, 91.43,0.25, 270.00, 0.00
45.46, 1.49, 91.43,0.25, 270.00, 0.00
45.50, 1.49, 91.43,0.25, 270.00, 0.00
45.54, 1.49, 91.43,0.25, 270.00, 0.00
45.58, 1.49, 91.43,0.25, 270.00, 0.00
45.63, 1.49, 91.43,0.25, 270.00, 0.00
45.67, 1.49, 91.43,0.25, 270.00, 0.00
45.72, 1.49, 91.43,0.25, 270.00, 0.00
45.77, 1.49, 91.43,0.25, 270.00, 0.00
45.81, 1.49, 91.43,0.25, 270.00, 0.00
45.86, 1.49, 91.43,0.25, 270.00, 0.00
45.91, 1.49, 91.43,0.25, 270.00, 0.00
45.96, 1.49, 91.43,0.25, 270.00, 0.00
46.02, 1.49, 91.43,0.25, 270.00, 0.00
46.07, 1.49, 91.43,0.25, 270.00, 0.00
46.12, 1.49, 91.43,0.25, 270.00, 0.00
46.18, 1.49, 91.43,0.25, 270.00, 0.00
46.24, 1.49, 91.43,0.25, 270.00, 0.00
46.29, 1.49, 91.43,0.25, 270.00, 0.00
46.35, 1.49, 91.43,0.25, 270.00, 0.00
46.41, 1.49, 91.43,0.25, 270.00, 0.00
46.47, 1.49, 91.43,0.25, 270.00, 0.00
46.53, 1.49, 91.43,0.25, 270.00, 0.00
46.60, 1.49, 91.43,0.25, 270.00, 0.00
46.66, 1.49, 91.43,0.25, 270.00, 0.00
46.73, 1.49, 91.43,0.25, 270.00, 0.00
46.79, 1.49, 91.43,0.25, 270.00, 0.00
46.86, 1.49, 91.43,0.25, 270.00, 0.00
46.93, 1.49, 91.43,0.25, 270.00, 0.00
47.00, 1.49, 91.43,0.25, 270.00, 0.00
47.07, 1.49, 91.43,0.25, 270.00, 0.00
47.14, 1.49, 91.43,0.25, 270.00, 0.00
47.21, 1.49, 91.43,0.25, 270.00, 0.00
47.28, 1.49, 91.43,0.25, 270.00, 0.00
47.36, 1.49, 91.43,0.25, 270.00, 0.00
47.43, 1.49, 91.43,0.25, 270.00, 0.00
47.51, 1.49, 91.43,0.25, 270.00, 0.00
47.58, 1.49, 91.43,0.25, 270.00, 0.00
