54.16, 1.49, 91.15,0.00, 270.00, 0.00
54.16, 1.49, 91.15,0.02, 270.00, 0.00
54.16, 1.49, 91.15,0.04, 270.00, 0.00
54.16, 1.49, 91.15,0.06, 270.00, 0.00
54.17, 1.49, 91.15,0.08, 270.00, 0.00
54.17, 1.49, 91.15,0.11, 270.00, 0.00
54.18, 1.49, 91.15,0.13, 270.00, 0.00
54.18, 1.49, 91.15,0.15, 270.00, 0.00
54.19, 1.49, 91.15,0.17, 270.00, 0.00
54.20, 1.49, 91.15,0.19, 270.00, 0.00
54.21, 1.49, 91.15,0.20, 270.00, 0.00
54.22, 1.49, 91.15,0.21, 270.00, 0.00
54.23, 1.49, 91.15,0.22, 270.00, 0.00
54.25, 1.49, 91.15,0.23, 270.00, 0.00
54.26, 1.49, 91.15,0.23, 270.00, 0.00
54.27, 1.49, 91.15,0.24, 270.00, 0.00
54.29, 1.49, 91.15,0.24, 270.00, 0.00
54.31, 1.49, 91.15,0.25, 270.00, 0.00
54.33, 1.49, 91.15,0.25, 270.00, 0.00
54.34, 1.49, 91.15,0.25, 270.00, 0.00
54.37, 1.49, 91.15,0.25, 270.00, 0.00
54.39, 1.49, 91.15,0.25, 270.00, 0.00
54.41, 1.49, 91.15,0.25, 270.00, 0.00
54.43, 1.49, 91.15,0.25, 270.00, 0.00
54.46, 1.49, 91.15,0.25, 270.00, 0.00
54.48, 1.49, 91.15,0.25, 270.00, 0.00
54.51, 1.49, 91.15,0.25, 270.00, 0.00
54.54, 1.49, 91.15,0.25, 270.00, 0.00
54.56, 1.49, 91.15,0.25, 270.00, 0.00
54.59, 1.49, 91.15,0.25, 270.00, 0.00
54.62, 1.49, 91.15,0.25, 270.00, 0.00
54.66, 1.49, 91.15,0.25, 270.00, 0.00
54.69, 1.49, 91.15,0.25, 270.00, 0.00
54.72, 1.49, 91.15,0.25, 270.00, 0.00
54.76, 1.49, 91.15,0.25, 270.00, 0.00
54.79, 1.49, 91.15,0.25, 270.00, 0.00
54.83, 1.49, 91.15,0.25, 270.00, 0.00
54.87, 1.49, 91.15,0.25, 270.00, 0.00
54.91, 1.49, 91.15,0.25, 270.00, 0.00
54.95, 1.49, 91.15,0.25, 270.00, 0.00
